complaint_id,client_id,advisor_id,client_name,advisor_name,date_filed,category,description,severity,status,resolution_target_date,assigned_to,client_segment,aum_affected,related_accounts,communication_log,created_date,last_updated,monetary_impact,assigned_department,client_contact_preference,follow_up_actions,priority_score,communication_preference,escalation_level,resolution_due_date,associated_accounts,compliance_review_required,portfolio_value,follow_up_attempts,last_contact_date,complaint_owner,resolution_steps_taken,next_action,total_portfolio_value,relationship_tenure,client_assets,assigned_investigator,account_value,assigned_to_role,resolution_target,impact_amount,priority_client_status,assets_under_management,response_deadline,previous_complaints,related_transactions,communication_history,client_requested_actions,submission_date,owner_title,client_assets_under_management,assigned_case_manager,client_contact_attempts,date_reported,resolution_notes,related_products,resolution_owner,resolution_owner_id,assigned_supervisor,complaint_source,client_requested_action,contact_preference,complaint_date,financial_impact,subcategory,client_requested_compensation,compensation_amount_requested,relationship_tenure_years,resolution_sla,client_requested_callback,last_contact_attempt,department,resolution_deadline,followup_actions,priority_level,escalation_required,compliance_review,resolution_steps,account_type,contact_attempts,follow_up_notes,client_email,follow_up_date,days_outstanding,next_action_date,next_followup_date,estimated_financial_impact,compensation_requested,compensation_amount,priority_status,estimated_impact,risk_level
COMP-010124,CL-010124,ADV-010124,Malik Jackson,Gabriela Robinson,2023-10-17,advisor_conduct,Client reports multiple instances of delayed responses to time-sensitive portfolio rebalancing requests. States advisor took 5+ business days to respond to emails regarding market volatility concerns in October 2023. Claims missed investment opportunity due to delayed communication.,high,in_progress,2023-12-29,Regional Compliance Officer,affluent,,"['ACC-78234', 'ACC-78235']","[{'date': '2023-11-15', 'type': 'initial_filing', 'notes': 'Complaint received through client portal'}, {'date': '2023-11-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent to client'}]",2025-08-22,2023-10-31,,,,,,,,,,,2450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010125,CL-010125,ADV-010125,Sanjay Adams,Joshua Flores,2023-10-02,service_issue,"Client reports multiple instances of delayed responses to time-sensitive portfolio rebalancing requests. Three separate occasions in September 2023 where emails and calls were not returned for over 48 hours, resulting in missed market opportunities. Client estimates potential opportunity cost of $12,000 due to delayed trades.",high,in_progress,2023-11-22,,mass_affluent,,"['ACC-78392', 'ACC-78393']","[{'date': '2023-10-15', 'type': 'initial_submission', 'notes': 'Complaint received via client portal'}, {'date': '2023-10-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent and initial discussion with client completed'}]",2025-06-29,2023-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010126,CL-010126,ADV-010126,Benjamin Huang,Timothy Kemi,2023-10-01,advisor_conduct,"Client reports multiple instances of delayed response times from advisor Timothy Kemi, with communication gaps exceeding 72 hours on time-sensitive portfolio rebalancing requests. Two scheduled quarterly review meetings were canceled with less than 24 hours notice in September 2023. Client expresses concern about portfolio management attention and communication standards.",high,in_progress,,,affluent,,"['ACC-78392', 'ACC-78393']",,2025-07-09,2023-10-07,,,,,,,2.0,2023-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010127,CL-010127,ADV-010127,,,2023-09-22,service_issue,Client reports multiple delayed responses to time-sensitive portfolio rebalancing requests. Three separate instances in September where advisor took 5+ business days to respond to emails and calls regarding market volatility concerns. Client missed opportunity to adjust defensive positions during market downturn.,high,in_progress,2023-10-24,,,,"['IRA-87766', 'INV-12098']",,2025-07-30,,,,,,,,,,,,,,,,,,,,875000.0,Sarah Chen,,,,,,,,,,"[{'date': '2023-09-05', 'type': 'email', 'status': 'unanswered'}, {'date': '2023-09-12', 'type': 'phone', 'status': 'unanswered'}, {'date': '2023-09-19', 'type': 'email', 'status': 'delayed_response'}]","['Faster response times to market-sensitive requests', 'Written communication protocol agreement', 'Portfolio review with senior advisor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010128,CL-010128,ADV-010128,Yelena Castillo,Joshua Flores,,advisor_conduct,Advisor Joshua Flores has been unresponsive to multiple requests for portfolio review meetings over the past 2 months. Three scheduled meetings were canceled last-minute without rescheduling. Client attempted to reach advisor via phone and email with no response for over 2 weeks regarding concerns about recent technology sector losses.,high,in_progress,,Regional Supervision Team,mass_affluent,,"['ACC-87651', 'ACC-87652']","[{'date': '2024-01-15', 'type': 'initial_submission', 'notes': 'Complaint received through client portal'}, {'date': '2024-01-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent to client'}, {'date': '2024-01-18', 'type': 'internal_review', 'notes': 'Case escalated to regional supervision'}]",2025-07-02,2024-01-30,,,,,,,,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,2024-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010129,CL-010129,ADV-010129,,,2023-11-14,advisor_conduct,"Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. Ms. Khalil attempted to contact advisor Monroe on three occasions (Oct 12, Oct 15, Oct 28) regarding market volatility concerns, with response times exceeding 48 hours each time. Client's conservative risk profile requires more timely communication.",high,in_progress,2023-12-02,,,,"['ACC-78392', 'ACC-78393']","[{'date': '2023-11-15', 'type': 'Initial complaint receipt', 'notes': 'Complaint logged via client service hotline'}, {'date': '2023-11-16', 'type': 'Investigation opened', 'notes': 'Assigned to compliance team'}]",2025-08-12,,,,,,,,,,,,,,,,,,,,2450000.0,Maria Chen,,,,,,,,,,,"['Faster response times to inquiries', 'Review of communication protocols', 'Possible reassignment to new advisor']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010130,CL-010130,ADV-010130,Karen Kowalski,Joseph Ramos,2023-11-10,advisor_conduct,"Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. States advisor Joseph Ramos took 3-5 business days to respond to time-sensitive communications on three separate occasions in October 2023. Claims this resulted in missed investment opportunities and estimates potential losses of $15,000.",high,in_progress,2023-12-23,,affluent,750000.0,,,2025-07-22,2023-11-12,,,,,,,,,,,,,,Linda Martinez,,,,,,,,,,,,,,,,,,,Compliance Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010131,CL-010131,ADV-010131,,,2023-11-12,advisor_conduct,"Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. Ms. White attempted to contact advisor regarding market volatility concerns on Oct 5th and Oct 8th, with no response until Oct 12th. This delay resulted in missed opportunity to adjust defensive positions during market downturn. Client also notes that quarterly review meeting scheduled for Q3 was cancelled twice without adequate notice.",high,in_progress,2023-10-07,Sarah Chen,,,,,2025-08-04,2023-10-24,,Client Relations,,,,,,,,,,,,,,,,4 years,2450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010132,CL-010132,ADV-010132,,,2023-11-22,advisor_conduct,"Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. Ms. Al-Hassan attempted to contact advisor regarding market volatility concerns on Nov 8 and Nov 12, with responses received 48+ hours later. Client indicates this has resulted in missed opportunities to adjust positions during market movements.",high,in_progress,2023-11-01,,,,"['ACC-7789', 'ACC-7790']",,2025-08-10,,,,email,"['Schedule client meeting with regional director', 'Review communication logs', 'Assess portfolio performance impact']",,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2450000.0,CM-0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010133,CL-010133,ADV-010133,,,2024-01-26,advisor_conduct,"Client reports multiple instances of delayed responses to time-sensitive portfolio rebalancing requests. Ms. Vasquez attempted to contact advisor regarding market volatility concerns in December 2023, but received response only after 72 hours. Client states this resulted in missed opportunity to adjust defensive positions during market downturn.",high,in_progress,2024-02-19,,,,"['ACC-V89034', 'ACC-V89035']",,2025-08-03,2023-12-25,,,,,,email,,,,True,,,,,,,,,2450000.0,Maria Chen,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010134,CL-010134,ADV-010134,Gabriela Young,Divya Contreras,2024-01-21,service_issue,Client reported multiple failed attempts to schedule quarterly portfolio review meeting. Advisor non-responsive to three email requests over 2 weeks. Client concerned about recent market volatility impact on retirement portfolio.,medium,in_progress,,Branch Manager,mass_affluent,,,,2025-07-04,2024-01-31,,,,"['Schedule immediate portfolio review', 'Review communication protocols with advisor', 'Document service level agreement violations']",,,,,,,750000.0,,,,,,,,,,,,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010135,CL-010135,ADV-010135,Lucia Morozov,Thomas Sharma,,service_issue,Client reported multiple failed attempts to schedule quarterly portfolio review. Advisor unresponsive to three email requests and two phone calls over past 3 weeks. Client concerned about recent market volatility impact on retirement portfolio and requests immediate attention.,high,in_progress,,Sarah Chen,mass_affluent,,,,2025-07-31,2024-01-05,,Client Relations,,,,,,,,,875000.0,,,,,,,4.5 years,,,,,2024-01-22,,,,,,,,,,,,,,2024-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010136,CL-010136,ADV-010136,,,2023-09-17,service_issue,Client reports multiple failed attempts to schedule quarterly portfolio review. Advisor unresponsive to three email requests and two phone calls over past 3 weeks. Client concerned about recent market volatility impact on retirement accounts.,medium,in_progress,,,,,"['ACC-087612', 'ACC-087613']",,2025-07-13,2023-11-14,,,email,,,,,,,,,,,COMP-MGR-004,,,,,,,,,,,,,2023-10-29T14:23:00Z,,,,,,,,,,,Compliance team investigating communication breakdown. Temporary advisor assigned for immediate portfolio review.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010137,CL-010137,ADV-010137,Jing Kumar,Timothy Kemi,2024-01-24,advisor_conduct,Advisor failed to respond to multiple requests for portfolio review over 3 week period. Called office 4 times and sent 2 emails with no response. Time-sensitive rebalancing request was delayed causing missed opportunity in market adjustment.,high,in_progress,2024-01-10,,mass_affluent,,"['ACC-23981', 'ACC-23982']","[{'date': '2024-01-15', 'type': 'initial_filing', 'notes': 'Client submitted formal complaint through online portal'}, {'date': '2024-01-16', 'type': 'client_contact', 'notes': 'Compliance team acknowledged receipt and initiated investigation'}]",2025-07-18,2024-02-06,,,,,,,,,,True,875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010138,CL-010138,ADV-010138,,,2023-09-17,service_issue,Client reports multiple instances of delayed responses to time-sensitive portfolio rebalancing requests. Three documented cases where advisor took >72 hours to respond to urgent messages regarding market volatility concerns. Client states this resulted in missed opportunities to adjust defensive positions during market downturn.,high,in_progress,2023-11-18,,mass_affluent,,,,2025-07-30,2023-11-07,,,,,,,,,,True,,,,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,"['managed_accounts', 'mutual_funds']",Sarah Chen,MGR-010138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010139,CL-010139,ADV-010139,Nikolai Ramirez,Joshua Flores,2024-01-16,advisor_conduct,"Client reports multiple instances of delayed responses to time-sensitive trading requests, resulting in missed investment opportunities. Mr. Ramirez specifically cites three occasions in December 2023 where trade execution was delayed by more than 24 hours, impacting portfolio performance. Client also notes inconsistent communication regarding portfolio rebalancing decisions.",high,in_progress,2024-02-01,,hnw,,"['ACC-78901', 'ACC-78902']","[{'date': '2024-01-15T14:30:00Z', 'type': 'initial_filing', 'notes': 'Complaint received through client portal'}, {'date': '2024-01-16T10:00:00Z', 'type': 'client_contact', 'notes': 'Initial acknowledgment sent to client'}]",2025-07-17,2024-01-15,,,,,,,,,,,,,,,,,,,,Sarah Chen,,,,145000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010140,CL-010140,ADV-010140,Sarah Zielinski,Brian Bansal,2023-11-08,service_issue,Client reports repeated delays in response times to portfolio rebalancing requests. Three separate instances in October-November where it took over 5 business days to receive a response from advisor regarding proposed changes to asset allocation. Client states this delayed reaction caused missed opportunities in market timing.,medium,in_progress,2023-12-05,,affluent,,"['ACC-089233', 'ACC-089234']",,2025-08-24,2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,2450000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010141,CL-010141,ADV-010141,,,2023-09-25,service_issue,"Client reports multiple instances of delayed response times from advisor, with emails taking 3-5 business days for replies. Two scheduled portfolio review meetings were cancelled with less than 24 hours notice in August 2023. Client requests more responsive communication and adherence to scheduled meetings.",medium,in_progress,2023-11-11,,,,"['ACC-78901', 'ACC-78902']",,2025-08-12,2023-09-12,,,,,,email,,,,,,,,,,,,,2750000.0,,,,,,,,,,,,,,,,,,,,,,,SUP-00012,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010142,CL-010142,ADV-010142,,,2023-11-06,advisor_conduct,"Client reports multiple instances of delayed response times from advisor, with emails and calls going unanswered for 3+ business days. Specifically cites missed opportunity to rebalance portfolio during market volatility in September due to communication delays. Claims advisor Divya Contreras has been increasingly unavailable for quarterly review meetings and portfolio discussions.",high,in_progress,2023-10-30,,,,"['ACC-087651', 'ACC-087652', 'ACC-087653']",,2025-08-22,2023-10-06,,,,,,,,,,,,,,,,,,,2450000.0,,,,,,,,,,,,,,,,,,,,,,,SUP-00012,,Requests either improved communication standards or reassignment to new advisor,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010143,CL-010143,ADV-010143,,,,service_issue,Client reports multiple failed attempts to schedule quarterly portfolio review meeting. Advisor reportedly unresponsive to emails and phone calls for past 3 weeks. Client concerned about recent market volatility impact on portfolio and requests immediate attention.,medium,in_progress,,Branch Compliance Officer,,,"['ACC-78901', 'ACC-78902']","[{'date': '2023-11-15', 'type': 'initial_complaint', 'channel': 'phone'}, {'date': '2023-11-17', 'type': 'client_follow_up', 'channel': 'email'}]",2025-08-23,2023-11-16,,,email,"['Schedule urgent portfolio review', 'Review advisor communication logs', 'Document response times']",,,,2023-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010144,CL-010144,ADV-010144,Kavya Kowalczyk,Zara Contreras,2024-01-23,advisor_conduct,Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. Three separate occasions in December 2023 where advisor took over 72 hours to respond to time-sensitive communications. Client missed opportunity to adjust positions before market movement.,high,in_progress,2024-01-27,Regional Compliance Manager,mass_affluent,,"['ACC-78234', 'ACC-78235']","[{'date': '2024-01-15', 'type': 'initial_filing', 'notes': 'Complaint received through client portal'}, {'date': '2024-01-16', 'type': 'investigation_started', 'notes': 'Assigned to compliance team for review'}]",2025-08-17,2024-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010145,CL-010145,ADV-010145,Brenda Wright,Timothy Kemi,2023-10-09,advisor_conduct,"Client reports advisor Timothy Kemi failed to respond to three urgent messages regarding portfolio rebalancing during market volatility. When contact was finally made after 5 business days, advisor was dismissive of concerns and did not provide clear explanation for delayed response. Client estimates paper losses of $180,000 during this period of non-responsiveness.",high,in_progress,2023-11-01,Sandra Chen,HNW,,,,2025-08-21,,,Client Relations,,"['Schedule client meeting with senior relationship manager', 'Review communication logs', 'Assess potential financial impact', 'Evaluate advisor responsiveness patterns']",,,,,,,4850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010146,CL-010146,ADV-010146,Jing Harris,Suresh Nowak,2024-02-03,service_issue,Client reports multiple delayed responses to time-sensitive portfolio rebalancing requests. Three separate instances in December 2023 where emails went unanswered for >48 hours. Client missed opportunity to adjust positions before market movement.,high,in_progress,,,,,"['ACC-78234', 'ACC-78235']",,2025-08-24,2023-12-28,,,,,,,,,,True,,,,,,Schedule client meeting to review communication protocols,,,,,,,2024-01-24,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010147,CL-010147,ADV-010147,,,2023-11-03,advisor_conduct,"Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. Three separate occasions in September 2023 where emails and calls went unanswered for >48 hours. Most recent incident resulted in missed opportunity to reduce exposure before market downturn. Client estimates opportunity cost of $50,000.",high,in_progress,2023-10-20,,,,"['ACC-7788445', 'ACC-7788446']","[{'date': '2023-10-15', 'type': 'initial_filing', 'notes': 'Complaint received via client portal'}, {'date': '2023-10-16', 'type': 'client_contact', 'notes': 'Initial acknowledgment and investigation started'}]",2025-07-12,,,,,,,,,,,,,,,,,,,,4850000.0,Sarah Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010148,CL-010148,ADV-010148,Elena Gupta,Thomas Ramos,2024-01-07,service_issue,Client reported multiple unsuccessful attempts to reach advisor over 2 weeks for urgent portfolio rebalancing discussion. Messages left on voicemail and email were not returned in a timely manner. Client expressed concern about market volatility impact on retirement accounts.,high,in_progress,,,,,"['ACC-78234', 'ACC-78235']","[{'date': '2024-01-15', 'type': 'initial_submission', 'notes': 'Complaint received through client portal'}, {'date': '2024-01-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent to client'}]",2025-08-15,2024-01-26,,,,,,,,,,,,,,,,,,,,,,,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,response_time,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010149,CL-010149,ADV-010149,Zhang Jackson,Malik Al-Hassan,2023-11-20,advisor_conduct,"Client reports multiple instances of delayed responses to urgent portfolio rebalancing requests. Three separate occasions in October 2023 where response time exceeded 48 hours. Client estimates potential losses of $15,000 due to missed market opportunities. Also notes advisor was unreachable during scheduled quarterly review meeting on Nov 10.",high,in_progress,2023-12-19,,,,,,2025-08-09,2023-12-06,,,,,,,,,,,2750000.0,,,,,,,,,Sarah Chen,,,,,,,,,"['TRX-89271', 'TRX-89300', 'TRX-89315']",,,,,,,,,,,,,,,,,,,,True,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010150,CL-010150,ADV-010150,,,2023-10-03,advisor_conduct,Client reports multiple instances of delayed responses to urgent portfolio rebalancing requests. Mr. Nguyen attempted to contact advisor regarding market volatility concerns in tech sector holdings but experienced 3+ day delays in receiving responses. Claims this resulted in missed opportunity to reduce exposure before sector decline.,high,in_progress,2023-10-06,,,,"['ACC-31455', 'ACC-31456']","[{'date': '2023-10-15', 'type': 'initial_filing', 'notes': 'Complaint received via client portal'}, {'date': '2023-10-16', 'type': 'client_contact', 'notes': 'Initial acknowledgment sent to client'}]",2025-08-21,,,,,,,,,,,,,,,,,,,,2450000.0,Sarah Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010151,CL-010151,ADV-010151,Samuel Zielinski,Ruth Monroe,2023-08-29,service_issue,"Client reported multiple delays in response times for portfolio rebalancing requests. Three separate requests in August 2023 took over 5 business days each for response, exceeding service level agreement of 48 hours. Client unable to execute time-sensitive trades due to delays.",medium,in_progress,,Client Services Team,mass_affluent,,"['ACC-78542', 'ACC-78543']","[{'date': '2023-09-15', 'type': 'initial_filing', 'notes': 'Complaint received via client portal'}, {'date': '2023-09-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent to client'}]",2025-07-30,2023-09-30,,,,,,,,2023-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010152,CL-010152,ADV-010152,Catherine Al-Hassan,Joshua Flores,2023-09-26,service_issue,Client reports repeated delays in response time to portfolio rebalancing requests. Three instances in past month where advisor took > 72 hours to respond to urgent messages regarding market volatility concerns. Client requesting more responsive communication protocol.,medium,in_progress,,,affluent,,"['ACC-78901', 'ACC-78902']",,2025-07-10,2023-10-14,,,,,,email,,,,,,,,,,,,,,,2750000.0,,2023-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010153,CL-010153,ADV-010153,Sarah Zielinski,Charles Harris,2023-09-18,advisor_conduct,"Client reports multiple instances of delayed responses to urgent portfolio rebalancing requests. Three separate occasions in September 2023 where time-sensitive trades were delayed by 48+ hours. Client estimates potential losses of $15,000 due to missed market opportunities. Additionally notes that advisor was unreachable during scheduled quarterly review meeting on October 10th.",high,in_progress,2023-10-25,,affluent,,,,2025-06-26,,,,,,,,,,,,,,,,,,,,,Patricia Martinez,,,,,,2750000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010154,CL-010154,ADV-010154,,,2023-10-13,advisor_conduct,Client reports multiple instances of delayed responses to time-sensitive portfolio rebalancing requests. Three separate occasions in September 2023 where emails and phone calls went unanswered for 3+ business days. Client particularly concerned about missed opportunity during market volatility period of Sept 21-23.,high,in_progress,2023-10-17,,mass_affluent,,"['ACC-78901', 'ACC-78902']",,2025-08-24,2023-11-14,,,,,,email,,,,,750000.0,,,,,,,,,Linda Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010155,CL-010155,ADV-010155,Kavya Kowalczyk,Anthony Valencia,2024-01-03,advisor_conduct,"Client reports advisor failed to return multiple calls over 2 week period regarding time-sensitive portfolio rebalancing request. When contact was finally made, advisor was dismissive of concerns about market volatility impact. Client estimates portfolio value declined $175,000 during delay period.",high,open,,,hnw,3750000.0,"['ACC-087651', 'ACC-087652']",,2025-08-22,2024-01-03,,,,,,,,,,True,,,,,,,,,,,,,2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010156,CL-010156,ADV-010156,Shreya Thomas,Divya Contreras,2023-09-18,advisor_conduct,Advisor failed to respond to multiple urgent requests regarding portfolio rebalancing over a 2-week period. Client attempted to contact advisor via phone and email 5 times between Sept 12-26 regarding significant market movements affecting their aggressive growth portfolio. No acknowledgment or response received.,high,open,,Regional Supervision Team,mass_affluent,,"['ACC-78544', 'ACC-78545']",,2025-06-30,2023-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,email,,,,,,,48_hours,True,,,,,,,,,,,,,,,,,,,,,,
COMP-010157,CL-010157,ADV-010157,,,2024-01-05,service_issue,"Client reported multiple failed attempts to schedule portfolio review meeting over past 3 months. Advisor Wang Yoon has been slow to respond to emails and phone calls, typically taking 5-7 business days to reply. Client expressed frustration about lack of proactive communication regarding recent market volatility affecting their balanced portfolio.",medium,in_progress,2024-02-21,Regional Supervision Team,mass_affluent,,,,2025-07-02,,,,,,,email,1.0,,,,750000.0,,2024-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,"['managed_accounts', 'mutual_funds']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010158,CL-010158,ADV-010158,,,2023-10-25,service_issue,Client reported multiple delayed responses to portfolio rebalancing requests over past 3 months. Two email inquiries sent on Sept 5 and Sept 20 went unanswered for >5 business days. Client requested quarterly review meeting in August but was not scheduled until October.,medium,in_progress,,Sarah Chen,mass_affluent,,,,2025-07-21,2023-10-20,,,,,,email,,2023-11-24,,,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['managed_accounts', 'mutual_funds']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010159,CL-010159,ADV-010159,Yelena Castillo,Brian Bansal,2023-10-30,service_issue,Client reports multiple failed attempts to schedule quarterly portfolio review meeting. Advisor reportedly unresponsive to emails and phone calls for 3 weeks. Client concerned about recent market volatility impact on retirement accounts and seeks immediate portfolio discussion.,medium,in_progress,2023-10-29,,mass_affluent,,"['ACC-87652', 'ACC-87653']",,2025-08-11,,,,,,,email,1.0,,,,,,,Sarah Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-08,Client Relations,,,,,,,,,,,,,,,,,,,,
COMP-010160,CL-010160,ADV-010160,Karen Kowalski,Anthony Valencia,2023-09-05,advisor_conduct,Client reports multiple instances of delayed response to urgent portfolio rebalancing requests. States advisor took 5+ business days to return calls on three separate occasions in August 2023. Claims missed investment opportunity in tech sector due to delayed communication. Also notes advisor was dismissive of concerns about market volatility during last client review meeting.,high,in_progress,,Regional Compliance Manager,affluent,2450000.0,,,2025-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-29,"['Scheduled client meeting with Regional Director', 'Review of communication logs', 'Written warning issued to advisor']",,,,,,,,,,,,,,,,,,
COMP-010161,CL-010161,ADV-010161,,,2023-12-08,advisor_conduct,Client reports that advisor Wang Yoon has been slow to respond to multiple emails and calls over the past 3 weeks regarding portfolio rebalancing requests. Two scheduled virtual meetings were cancelled last minute without rescheduling options provided. Client feels their $2.1M portfolio is not receiving adequate attention.,high,in_progress,2023-11-25,HEAD-WM-003,mass_affluent,,"['ACC-78234', 'ACC-78235']",,2025-07-03,,,,,"['Immediate client callback required', 'Portfolio review meeting to be scheduled', 'Service level agreement review']",,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMP-010162,CL-010162,ADV-010162,Ruth Park,Diego Medina,2023-11-19,service_issue,Client reports multiple failed attempts to schedule quarterly portfolio review meeting. Advisor not responding to emails or phone calls for past 3 weeks. Client concerned about recent market volatility impact on retirement portfolio.,medium,open,,,mass_affluent,,"['ACC-78901', 'ACC-78902']",,2025-08-08,,,,,,,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-14,,2023-11-29,,2.0,False,False,,,,,,,,,,,,,,,
COMP-010163,CL-010163,ADV-010163,Zhang Jackson,Antonio Young,2023-11-01,service_issue,"Client reports consistent delays in response time from advisor, with emails taking 3-4 business days for replies. Two scheduled portfolio review meetings were canceled with less than 24 hours notice in October. Client requesting more responsive communication and reliable meeting schedule.",medium,in_progress,2024-01-11,,affluent,,"['ACC-78901', 'ACC-78902']",,2025-08-14,,,,,,,,,,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Supervisor meeting scheduled with advisor', 'Communication SLA review initiated', 'Backup advisor assignment under consideration']",,,,,,,,,,,,,,
COMP-010164,CL-010164,ADV-010164,,,2023-09-20,service_issue,Client reports multiple failed attempts to schedule portfolio review meeting over past 3 months. Advisor reportedly not responding to emails or phone calls within service level agreement timeframe of 48 hours. Three documented instances of delayed response (>5 business days) to time-sensitive rebalancing requests.,medium,in_progress,2023-10-31,,,,"['ACC-57239', 'ACC-57240']","[{'date': '2023-09-15', 'type': 'initial_filing', 'notes': 'Complaint received via client portal'}, {'date': '2023-09-16', 'type': 'client_contact', 'notes': 'Acknowledgment sent to client'}]",2025-06-30,2023-10-26,,,email,,,,,,,,,,,,,,,,,INV-00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
